cluster index	parent mass	RTMean	ATTRIBUTE_sample_group:GNPSGROUP:WT	ATTRIBUTE_sample_group:GNPSGROUP:sDelta	ATTRIBUTE_sample_group:GNPSGROUP:pDelta	ATTRIBUTE_sample_group:GNPSGROUP:psDelta	ATTRIBUTE_sample_group:GNPSGROUP:blank	ATTRIBUTE_sample_group:GNPSGROUP:qc	component	#Scan#	Compound_Name
358	304.1754689054012	5.855591	194844.365	237275.02750000003	266596.9375	201823.57333333333	703133.1	239927.97428571427	-1		
359	281.295110106613	5.884161	195369.59	26958.78	165282.8125	168121.98333333334	71924.48	75969.30428571429	2		
360	286.31040361847664	5.897953	197158.519	21675.265	227204.71	61023.35	0.0	79246.14571428571	-1	360.0	Spisulosine
361	466.29306099776016	5.89868	260045.075	70859.53925	232016.8	228580.5166666667	0.0	337252.3285714286	12	361.0	Spectral Match to Lyso-Sphingomyelin from NIST14
362	242.28421738995067	5.9119234	201502.72	24069.645	186929.8375	43794.89066666667	0.0	67133.07571428572	-1		
363	179.10668941749395	5.9504867	388126.675	384285.08	400140.97	385751.62	372177.56	376978.9257142857	-1		
364	149.02342389006236	5.97673	1029500.325	1046654.11	1067906.16	1048221.3333333334	1161507.8	1104132.8285714288	2	364.0	Spectral Match to Phthalic anhydride from NIST14
365	177.05469114878662	5.97673	1010260.9525	1022155.34	1036662.16	1010345.9533333333	1181058.9	1099924.857142857	2		
366	223.09652172840643	5.97673	593366.26	618699.75	625547.185	607001.8166666667	768879.56	670637.8428571429	-1		
367	284.2947804393053	6.003449	323846.53500000003	31594.4775	302659.042	139651.7986666667	0.0	119188.81142857144	41		
368	284.3311713400587	6.1511436	654759.6367500001	18735.515	78187.46875	17494.354	0.0	199053.09857142856	2		
369	311.1852737554285	6.186108	984340.94	997885.29	990567.72	1015820.0033333332	1081728.6	977999.6142857142	34	369.0	pranolium
370	554.3454985138203	6.2927456	136837.11425	26256.54	117237.9775	123294.47166666668	0.0	155525.2657142857	-1		
371	468.30867509854	6.304534	311095.84750000003	83109.04574999999	260700.8225	245330.6	0.0	330057.85571428575	12	371.0	Spectral Match to 1-Myristoyl-sn-glycero-3-phosphocholine from NIST14
372	358.3679098089445	6.322688	179016.9425	29494.6175	225989.0525	77379.95199999999	0.0	69291.31000000001	2	372.0	Carpachromene
373	426.261528791644	6.3969154	263013.445	29713.0075	245119.5245	160998.62666666668	0.0	212082.04285714283	9	373.0	Spectral Match to 1-Myristoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14
374	468.3086543718017	6.4279604	245768.6825	39227.055	223008.0825	230790.40333333332	0.0	285247.54	17	374.0	Spectral Match to 1-Myristoyl-sn-glycero-3-phosphocholine from NIST14
375	288.2533164627826	6.457025	288249.04500000004	286855.26249999995	281531.0875	287709.31666666665	287891.47	284381.70714285714	-1	375.0	STROBILACTONE A
376	250.11865678531305	6.478004	0.0	174876.2775	220587.2	58665.39000000001	741712.56	78773.21571428572	-1	376.0	Massbank:LU040703 2,4,6-Tris(allyloxy)-1,3,5-triazine|Triallyl cyanurate|2,4,6-tris(prop-2-enoxy)-1,3,5-triazine
377	195.1016911921525	6.485324	725556.2599999999	703601.9974999999	704339.17	718044.4500000001	678535.56	676625.9771428572	-1		
378	452.2773940626439	6.5114717	3749398.75	983174.365	3260158.715	3506682.8666666667	0.0	3859515.242857143	9	378.0	PE(16:1/0:0); [M+H]+ C21H43N1O7P1
379	474.2592461930103	6.511657	279522.1325	41012.6925	239787.97	266715.9366666667	0.0	288563.33	9		
380	494.3245142908009	6.541777	12882463.25	4313471.975	12767118.2	10877457.666666666	0.0	15033348.42857143	12	380.0	PC(16:1/0:0); [M+H]+ C24H49N1O7P1
381	516.3059827977387	6.542378	1394399.5	540954.1825	1191160.1825	1261549.7	0.0	1475661.8000000005	22		
382	140.06823234712158	6.600897	158152.73	0.0	106825.375	70217.57666666668	0.0	85385.55999999998	33		
383	265.1797299938552	6.613176	242583.045	220704.6325	239146.73	232629.34	201025.02	223394.80285714284	27	383.0	Thiamine
384	474.259285693762	6.625928	218161.665	30978.1175	172157.10625	147940.20333333334	0.0	195609.8371428571	76		
385	452.2773638888866	6.626161	3458207.525	855267.3	2883808.94	2450563.9	0.0	3216101.814285714	9	385.0	PE(16:1/0:0); [M+H]+ C21H43N1O7P1
386	502.29036344154406	6.641752	178527.2875	35732.395	200726.3485	117437.55333333334	0.0	194371.9942857143	32		
387	480.3087192052204	6.647311	674952.0625	203803.8085	653243.7625000001	475109.99	0.0	702005.4085714285	9		
388	516.3061736982776	6.6556077	592897.5750000001	114292.055	541286.4575	596174.09	0.0	701943.2914285715	17		
389	494.3243427811083	6.656532	3363465.075	1012655.1	3278923.425	3387823.4333333336	0.0	3886330.457142857	17	389.0	Lyso PC (16:1)
390	480.30867578996	6.753544	157432.46500000003	33293.39	154011.715	96388.62333333334	0.0	159502.48142857145	32		
391	395.3632818470042	6.816845	441191.1925	447803.6575	392203.335	460635.72	274538.6	368010.77	-1	391.0	Trp-C11:0
392	496.3399006561797	6.9502935	407881.7325	100330.59	208313.5	518043.44	0.0	380254.09	12	392.0	1-Palmitoylglycerophosphocholine
393	140.06823903679046	7.036026	109183.1825	58028.4	104097.3375	72723.52666666666	0.0	208725.63571428572	-1		
394	476.27493396917913	7.038642	155195.5785	0.0	114652.44	45324.65333333333	0.0	36024.903857142854	76		
395	454.2929957211846	7.0396805	2424750.625	287466.98875	1883309.48	995748.9666666668	0.0	1084023.2985714283	9	395.0	Spectral Match to 1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14
396	518.3218695207468	7.070894	292477.0025	17276.4415	164213.1425	225571.2766666667	0.0	134922.2107142857	17	396.0	Spectral Match to 1-Hexadecanoyl-sn-glycero-3-phosphocholine from NIST14
397	496.3399220750995	7.072333	1690998.15	320068.3225	1158737.2975	1434304.2333333334	0.0	1121348.3714285714	17	397.0	Spectral Match to Lyso-PC(16:0) from NIST14
398	140.0682250878842	7.111668	107357.4375	0.0	50787.6525	0.0	0.0	0.0	33		
399	758.5693502760782	7.143002	0.0	0.0	0.0	161997.24	0.0	0.0	-1		
400	480.30870594490966	7.14405	3035973.825	754400.6699999999	2448100.09	2851589.833333333	0.0	2294857.685714286	9	400.0	PE(18:1/0:0); [M+H]+ C23H47N1O7P1
401	502.2904173873988	7.1441607	212599.88125	29636.3675	162216.91150000002	196115.10266666664	0.0	149258.28285714285	9		
402	325.20089470468554	7.162126	217306.66	234460.46	228659.3775	223668.80666666667	261452.14	228368.57857142857	34		
403	522.3559274659308	7.175928	6266083.125	2062648.4775	5942145.715000001	4976155.833333333	0.0	5920236.357142857	12	403.0	Spectral Match to 1-(9Z-Octadecenoyl)-sn-glycero-3-phosphocholine from NIST14
404	544.3374451970253	7.176483	812378.5449999999	294979.19175	766458.98	748377.3133333334	0.0	916365.96	22		
405	480.3086836778188	7.2526507	154074.3025	23189.23625	112696.05	104392.25	0.0	99661.50557142856	9	405.0	Spectral Match to 1-(9Z-Octadecenoyl)-sn-glycero-3-phosphoethanolamine from NIST14
406	522.3557087695403	7.279509	288358.04375	69563.58	233878.0875	265042.4766666666	0.0	254717.37285714285	17	406.0	Spectral Match to 1-(9Z-Octadecenoyl)-sn-glycero-3-phosphocholine from NIST14
407	508.3400480006728	7.2932715	287318.9125	65334.155	281773.38	202207.81666666665	0.0	257393.23714285716	9		
408	235.1692848190592	7.4521923	330112.4125	327348.52	325073.1325	331174.3133333333	301114.28	329012.17142857146	2		
409	267.1719580909911	7.454288	438896.965	438770.085	447927.445	428757.9666666666	364539.97	998882.91	-1	409.0	Spectral Match to Tributyl phosphate from NIST14
410	249.18495081885703	7.4771695	230082.055	219513.89	227522.3425	229517.11666666667	218886.62	225484.20428571428	-1		
411	524.3713788310483	7.7069964	377718.6525	24906.504	205176.0875	236525.80666666664	0.0	153366.94571428574	17	411.0	Spectral Match to 1-Stearoyl-2-hydroxy-sn-glycero-3-phosphocholine from NIST14
412	298.2740815801219	7.709856	128503.0475	34089.325	174136.23500000002	100552.89066666667	0.0	130713.25228571428	-1		
413	281.17233624279976	7.7865887	230762.4675	235984.68	250415.0825	207418.43333333332	455606.78	266070.0771428572	-1		
414	259.19045465797626	7.786967	752913.4249999999	760918.1275	803567.04	681430.3833333333	1133530.8	836435.5171428571	-1	414.0	Spectral Match to Dibutyl adipate from NIST14
415	467.3135814370693	7.882687	278602.5925	55114.8475	232143.72125	236927.48	0.0	206756.4	2		
416	279.1591287646929	7.9270515	1148239.3	1203071.775	1173108.75	1166939.4666666666	1087022.8	1791736.7428571428	23	416.0	Spectral Match to Dibutyl phthalate from NIST14
417	149.02339219010756	7.9277277	498678.7	507927.7375	490699.755	498426.5833333333	434320.38	761642.9114285713	2		
418	205.0860276167452	7.9305	127300.825	133107.6785	126603.2475	132534.07	119115.66	208963.9057142857	23		
419	483.3091673058564	7.9914694	153139.8535	39535.34	133691.4525	143934.54	0.0	233807.23428571428	-1		
420	371.10137470859627	8.199013	201078.155	196375.475	184180.25375	242284.0	51531.215	130137.81857142856	24	420.0	CAMPTOTHECIN
421	526.4315986525332	8.412181	213757.12500000003	242901.78	229400.575	219700.77333333332	236421.1	233374.26857142855	18		
422	482.4053439139788	8.449812	256213.93750000003	259344.62	251003.3975	256650.74	247872.5	259858.6371428572	18		
423	377.3207532907088	8.455139	251277.4175	22086.34375	140185.0625	147198.78666666665	0.0	44241.30871428572	13	423.0	Polanrazine B_120170
424	438.379046285946	8.486987	256977.5225	258393.13749999995	254179.2925	252879.50666666668	289700.34	251395.43285714285	18		
425	394.3527585775484	8.523284	199069.415	202203.3225	196509.3625	205299.93333333332	229887.33	209697.1171428571	18		
426	523.245861152851	8.623812	38598.1275	13491.12	45457.64	0.0	325156.47	34227.75199999999	-1		
427	502.3164976895122	8.62424	291383.2075	127130.0915	305373.88425	0.0	1783671.9	271865.34	39		
428	485.2899178235981	8.6249895	118664.1	55163.866	134890.08075	0.0	750365.8	127025.36857142855	39		
429	530.3478315651262	8.625099	94196.6275	51132.521250000005	88944.2525	0.0	410674.3	91531.29857142856	39		
430	507.2719080205417	8.625376	105308.87	52377.5875	138204.88	0.0	786761.9	125550.81714285714	-1		
431	140.068242535	8.714513	178048.18	0.0	258175.6625	0.0	0.0	23951.825714285715	-1		
432	780.5513398896624	8.714805	46079.817500000005	60981.253500000006	133243.985	77613.21	0.0	128826.90142857144	-1		
433	758.5693771152228	8.715092	52636.5575	0.0	170596.9	71378.07333333333	0.0	0.0	12	433.0	Spectral Match to 1-Hexadecanoyl-2-octadecadienoyl-sn-glycero-3-phosphocholine from NIST14
434	315.2318517484829	8.753798	168885.98	34466.09	185892.58	143714.67466666666	0.0	159739.3714285714	13		
435	459.3106717533232	8.754615	487817.0525	146253.5405	605809.7359999999	409161.05	0.0	472035.8228571428	13		
436	481.29267703268926	8.755207	944470.41	362094.8575	1091088.77	818888.0466666667	0.0	966600.93	3		
437	497.2664881083745	8.755247	261638.34	99334.12925	287486.455	238781.01	0.0	295771.96571428573	2		
438	282.27914918675384	8.776176	132129.805	18335.76	67111.60250000001	53400.04866666667	0.0	65290.30157142858	13	438.0	Spectral Match to 3-Hydroxyoctadecanoic Acid from NIST14
439	497.2664981872566	8.884165	194560.0215	53537.535	186636.645	170284.47199999998	0.0	216717.8228571429	-1		
440	481.292633615482	8.885593	487195.38	194081.46425	555072.31875	396270.75333333336	0.0	487569.2914285714	3		
441	315.23186748431027	8.885841	268586.48	68222.3825	315677.00075	212586.83666666667	0.0	244214.50142857144	13		
442	483.3078700417223	8.902934	237186.91250000003	48744.015	211946.0925	156005.12666666668	0.0	194405.63714285716	3		
443	427.3209928826679	8.909631	188012.0815	0.0	83143.19249999999	87130.48666666666	0.0	0.0	-1		
444	449.3028822965408	8.911638	148652.315	0.0	67267.95	58634.87333333333	0.0	0.0	-1		
445	393.3150784876264	8.9866	243564.07	14435.664	112309.195	137385.33466666666	0.0	8230.892857142857	44		
446	463.1304984859905	9.096745	137353.7475	127009.635	126781.714	164192.75999999998	59058.246	63047.13714285714	-1	446.0	630407-66-8
447	445.1201711378886	9.097219	154878.8125	143609.3225	137831.925	197050.1066666667	0.0	76430.94428571429	24	447.0	Lorlatinib
448	411.3258802781772	9.108773	268593.7325	66942.75	286401.395	182188.7033333333	0.0	198847.53714285712	-1		
449	469.313639599957	9.134012	208463.7875	217869.56	210898.915	209113.21666666667	252657.81	213230.5614285714	2		
450	464.35847388420143	9.134605	2489397.5	2479469.3	2404936.975	2383124.4	2648462.5	2451211.4285714286	-1		
451	732.5536282627481	9.158606	98839.27375	53849.5675	193218.775	28691.04	0.0	172509.7714285714	40		
452	140.06822636543248	9.158707	157403.205	50409.3075	242302.285	85873.97000000002	0.0	168812.29857142858	-1		
453	758.5693425512675	9.159094	185209.955	259036.675	425582.715	68092.40000000001	0.0	490684.6557142857	12	453.0	Spectral Match to 1-Hexadecanoyl-2-octadecadienoyl-sn-glycero-3-phosphocholine from NIST14
454	780.5513512843211	9.159133	118653.5145	136514.245	122735.151	164316.90866666668	0.0	132967.30785714285	22		
455	606.4131351976314	9.190591	241786.00875000004	34739.4325	305966.735	203191.492	0.0	141510.53857142857	9		
456	670.4419199976605	9.225338	155663.715	36551.9375	196961.3225	138342.15	0.0	112767.55285714286	22		
457	648.4600096983621	9.226638	708143.345	234604.1875	915260.42	641332.6033333334	0.0	561871.4128571429	12	457.0	Spectral Match to N-Lauroyl-D-erythro-sphingosylphosphorylcholine from NIST14
458	411.3258956296348	9.294299	188726.3425	19723.705	150519.9	99522.45333333332	0.0	24626.902428571422	13		
459	732.5538764436706	9.318546	23737.629	0.0	55033.42	0.0	0.0	78448.40285714285	40	459.0	Spectral Match to 1-(9Z-Octadecenoyl)-2-tetradecanoyl-sn-glycero-3-phosphocholine from NIST14
460	758.569568438601	9.32254	167484.5875	75947.1	266053.45	56814.06333333333	0.0	364188.7028571429	12	460.0	Spectral Match to 1-Hexadecanoyl-2-octadecadienoyl-sn-glycero-3-phosphocholine from NIST14
461	780.5516298655091	9.326534	58645.70049999999	64089.03775	137406.56275	137040.91	0.0	141027.07142857142	22		
462	140.06827385478917	9.32775	146412.5675	47366.075	195590.335	35409.583333333336	0.0	109339.50285714286	-1		
463	375.3048469466207	9.3918705	118366.8175	20336.04	81311.5575	45423.988000000005	0.0	29371.597857142857	13		
464	758.5694638956593	9.511555	91580.5775	0.0	111237.0675	51502.16	0.0	0.0	-1	464.0	PC(16:1/18:1); [M+H]+ C42H81N1O8P1
465	395.3311337561502	9.512525	136985.77075	27535.84375	113605.61250000002	78334.675	0.0	75679.547	44	465.0	Ergosterol
466	429.3365609775436	9.512759	223632.299	39876.3175	171799.715	141720.40666666665	0.0	112281.35642857144	13	466.0	(1S,2R,5R,6R,10R,13S,15S)-5-[(2R,3E,5R)-5,6-dimethylhept-3-en-2-yl]-6,10-dimethyl-16,17-dioxapentacyclo[13.2.2.0,?.0,?.0?,?]nonadec-18-en-13-ol
467	377.3203963200661	9.512924	223235.2675	41676.375	174632.6125	121357.61666666664	0.0	115116.78285714288	13		
468	608.4287758158434	9.58349	188021.865	21402.996	353377.5725	94749.05	0.0	93723.94428571429	9		
469	672.4575207785209	9.633759	117911.28325	12897.4225	124082.95124999998	61237.91	0.0	29588.06328571429	22		
470	650.4756899062576	9.638082	568590.8385000001	101399.06775	585168.444	347589.8	0.0	259367.8757142857	12		
471	634.444439801008	9.690142	604079.8425	113817.8425	890594.4425000001	334731.6833333333	0.0	285283.3685714286	9		
472	698.4731357394402	9.738139	442785.31625	150737.9705	550844.70125	299620.72000000003	0.0	366358.0628571429	22		
473	782.5663142780058	9.739919	63728.825	46393.63	15540.5975	61279.05666666667	0.0	38873.37285714286	-1		
474	676.4913887247429	9.741766	2023520.465	546696.7250000001	2443572.7125	1112821.3333333333	0.0	1206286.0285714285	12	474.0	SM(d18:1/14:0); [M+H]+ C37H76N2O6P1
475	959.5702040572228	9.753002	0.0	120605.51499999998	96268.02925	0.0	77163.586	0.0	-1		
476	760.5844265799387	9.758449	236917.36	150112.015	72757.525	259319.3	0.0	146426.65	12	476.0	Spectral Match to 1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14
477	660.4600587470392	9.813225	96719.66	18517.97	172703.9725	85442.65666666666	0.0	51941.40014285714	9		
478	128.1184150227566	9.8569765	53799.575	0.0	40656.72	0.0	0.0	25071.46	15		
479	371.1013428988725	9.861263	101657.91775	126136.2275	86745.95	159794.1433333333	0.0	49292.008571428574	24		
480	554.1762611235001	9.861654	172065.43875	247939.85850000003	162361.4075	288893.2866666667	95633.86	105286.8804285714	10	480.0	Presatovir
481	760.5845828948715	9.870819	0.0	0.0	57106.495	0.0	0.0	52492.44	-1		
482	724.4888058549193	9.881552	105087.04	40883.3175	161756.075	122018.65	0.0	85801.75728571428	22		
483	702.506650032465	9.8823395	480754.8625	214464.0655	783836.965	515689.48	0.0	371421.2728571429	12	483.0	SM(d18:2/16:0); [M+H]+ C39H78N2O6P1
484	662.4756069002865	9.910219	56087.7325	15512.53325	140662.875	28174.22333333333	0.0	18887.447571428573	9		
485	790.5591321463049	9.934495	145530.20249999998	70299.1525	212175.30625	208868.02200000003	0.0	144311.838	12	485.0	PC(15:0/22:6); [M+H]+ C45H79N1O8P1
486	760.5844160858184	9.944643	55884.0925	96834.825	31260.745	111868.67666666668	0.0	42862.85571428571	-1		
487	338.3417289277245	9.945154	479751.245	154688.26575000002	576046.015	287967.31	242092.19	646004.0642857143	13	487.0	Spectral Match to 13-Docosenamide, (Z)- from NIST14
488	128.1184138951321	9.964276	0.0	0.0	0.0	0.0	0.0	33357.194285714286	15		
489	769.4860746462758	9.98572	0.0	150124.365	80424.59	0.0	0.0	0.0	-1		
490	153.11352340050402	10.003144	88522.6835	0.0	0.0	0.0	0.0	73827.83757142858	15	490.0	SCHEMBL4986215 (Chimeric precursor selection)
491	128.11840938836386	10.1236725	66740.70425	120666.43	39230.85	107472.409	0.0	41864.41942857143	15		
492	153.11352262416852	10.148175	0.0	0.0	47980.785	114770.60333333332	0.0	32574.96	15	492.0	SCHEMBL7091005
493	662.4757497157625	10.191948	214787.505	21966.73625	396605.5225	124484.712	0.0	97774.3592857143	9	493.0	PE-DAG (14:0/16:1)
494	151.09784086255013	10.207815	38399.985	52666.0775	67873.4875	102719.18833333334	0.0	84457.72985714287	15		
495	128.11840665367544	10.238294	0.0	0.0	54154.475	0.0	0.0	7894.325714285714	15		
496	153.11352438398748	10.239366	116460.7875	77280.07	55445.5675	62523.76666666666	0.0	34968.097714285715	15	496.0	SCHEMBL4986215 (Chimeric precursor selection)
497	678.5070677389097	10.24262	420317.36749999993	32643.0325	531443.385	278016.7513333333	0.0	162073.94571428574	12		
498	128.11840357789214	10.286904	54218.5	36114.95	0.0	52378.62	0.0	29691.945142857145	-1		
499	710.4730202489732	10.290419	158361.19	70745.4525	146594.806	172923.37833333333	0.0	179653.02285714287	-1		
500	688.491402228102	10.290853	1911957.125	633573.315	2452570.025	1967921.2466666668	0.0	1422712.0285714287	9		
501	792.5623168790312	10.314859	0.0	60171.925	76886.57	0.0	0.0	0.0	-1		
502	797.5173090198883	10.315672	0.0	183405.05	144151.11	0.0	116701.93	0.0	-1		
503	704.5225294340344	10.322615	1353523.88	361632.684	1450738.7799999998	1240152.5	0.0	969353.9057142856	12	503.0	SM(d18:1/16:0); [M+H]+ C39H80N2O6P1
504	730.5382867934476	10.41698	4488589.550000001	2084674.65	4747899.975	4501554.0	0.0	4341480.1	12	504.0	Sphingomyelin (d18:1/18:0) CollisionEnergy:102040
505	752.5198246187916	10.47949	223639.4625	224621.7625	236545.28	263911.0233333334	0.0	305031.8971428572	22		
506	628.1948976829053	10.518481	101708.2175	146769.26325	94139.62125	141380.31999999998	89847.29	51600.634285714295	10	506.0	Contaminant vial septum ThermoFisher C5000-44B
507	716.522491388117	10.558272	670234.0525	243335.205	875447.3675	543142.1066666667	0.0	515198.0657142857	9		
508	546.4308092499637	10.564241	94486.28	15980.3625	266932.25	32299.153333333332	0.0	106095.4857142857	-1		
509	128.11839539027227	10.676939	0.0	0.0	0.0	81198.06333333334	0.0	0.0	15		
510	153.11352526809875	10.676939	0.0	0.0	0.0	92076.33333333331	0.0	0.0	15	510.0	SCHEMBL7091005
511	123.07936040058436	10.737958	0.0	51345.7225	0.0	0.0	238820.89	34747.76857142857	15		
512	153.11353502962046	10.838197	0.0	0.0	56303.475	0.0	0.0	0.0	15	512.0	SCHEMBL7091005
513	123.07937452303376	10.93828	0.0	0.0	0.0	118379.84333333334	0.0	0.0	15		
514	153.1135196587402	11.0051775	57548.96	0.0	63184.695	0.0	0.0	28533.015714285717	15	514.0	SCHEMBL7091005
515	702.2136426851964	11.061534	148388.0575	164240.13425	113507.855	209512.46333333332	73249.086	74250.71142857142	10	515.0	Contaminant vial septum ThermoFisher C5000-44B
516	123.0793876767571	11.191114	119182.575	0.0	0.0	0.0	0.0	0.0	15		
517	176.10573290941295	11.286422	0.0	0.0	0.0	0.0	0.0	47334.897142857146	15	517.0	113777-33-6
518	153.11352592939204	11.322072	55884.7075	0.0	0.0	0.0	0.0	39526.24571428571	15	518.0	SCHEMBL7091005
519	128.11841091428735	11.345438	0.0	0.0	0.0	0.0	0.0	34846.67857142857	15		
520	559.5174559832478	11.433272	550975.525	504726.9825	597490.5225	567926.1666666666	307038.44	556660.4257142857	13		
521	537.5356989294498	11.434686	1564549.45	1587774.225	1377160.375	1595794.2666666666	1683322.2	1606149.2	38		
522	591.4410545309572	11.474141	54203.2625	54400.7	111962.79575	90883.438	0.0	96102.28142857144	-1		
523	138.06626897029207	11.545124	0.0	0.0	0.0	0.0	0.0	51146.55714285715	15		
524	123.07940613349018	11.564499	0.0	0.0	0.0	0.0	0.0	57803.11142857144	15		
525	161.08225220201834	11.564499	0.0	0.0	0.0	0.0	0.0	32616.731428571427	15	525.0	M50367
526	161.0822588452015	11.791015	0.0	0.0	0.0	0.0	402480.16	0.0	15	526.0	M50367
527	123.07939216288888	11.82595	0.0	0.0	0.0	0.0	461563.53	0.0	15		
528	565.5669103033625	11.917261	1003399.4	1028984.775	1034098.685	1022031.7133333334	1235632.2	983542.7214285716	38		
529	587.5487009293397	11.917758	226495.7225	232380.0	239738.7275	248647.93666666668	203907.7	212505.68571428568	-1		
