CLUSTERID1	CLUSTERID2	DeltaMZ	MinRatio	Cosine	AlignScore2	AlignScore3
3	377	-49.979	0.000	0.7467	0.3477	1
3	557	-15.995	0.000	0.7080	0.4431	1
6	24	28.031	0.000	0.7222	0.4181	1
10	17	14.016	0.000	0.7086	0.4173	1
10	38	42.047	0.000	0.7322	0.5100	1
12	171	-22.032	0.000	0.7638	0.4819	1
17	38	28.031	0.000	0.9608	0.6188	1
17	60	2.016	0.000	0.8837	0.6703	1
17	74	56.063	0.000	0.9474	0.6483	1
18	19	18.011	0.000	0.8372	0.3666	1
18	224	-42.011	0.000	0.7345	0.2894	1
18	315	9.000	0.000	0.7541	0.2669	1
18	419	-27.036	0.000	0.7182	0.3325	1
18	431	6.948	0.000	0.7764	0.2513	1
18	461	8.964	0.000	0.7220	0.2332	1
18	567	8.964	0.000	0.7047	0.2341	1
18	752	9.000	0.000	0.7280	0.2522	1
18	833	-17.027	0.000	0.7555	0.3215	1
18	845	8.963	0.000	0.7469	0.2653	1
18	848	-17.027	0.000	0.7315	0.2992	1
22	25	2.015	0.000	0.8927	0.3381	1
22	26	25.013	0.000	0.9495	0.5239	1
22	27	26.018	0.000	0.8814	0.3019	1
22	28	28.031	0.000	0.9629	0.6239	1
22	35	53.044	0.000	0.9598	0.5479	1
22	36	54.048	0.000	0.9682	0.5344	1
22	37	56.062	0.000	0.9556	0.5973	1
22	40	82.077	0.000	0.9641	0.5560	1
22	53	108.095	0.000	0.7568	0.2497	1
22	55	110.110	0.000	0.9628	0.5588	1
22	157	264.245	0.000	0.9596	0.5917	1
22	164	266.261	0.000	0.8190	0.5502	1
22	166	263.242	0.000	0.7918	0.4881	1
22	177	292.276	0.000	0.8379	0.5539	1
22	181	289.258	0.000	0.7924	0.5607	1
22	182	290.262	0.000	0.8267	0.5619	1
22	196	318.293	0.000	0.7840	0.5382	1
22	842	428.415	0.000	0.9173	0.5495	1
22	855	378.408	0.000	0.9127	0.5158	1
22	867	419.461	0.000	0.8914	0.6054	1
25	26	22.998	0.000	0.8985	0.4357	1
25	27	24.002	0.000	0.8238	0.3357	1
25	28	26.016	0.000	0.8718	0.3995	1
25	35	51.029	0.000	0.8810	0.4062	1
25	36	52.033	0.000	0.8793	0.3550	1
25	37	54.047	0.000	0.8643	0.3534	1
25	40	80.062	0.000	0.8914	0.4389	1
25	53	106.080	0.000	0.8012	0.4102	1
25	55	108.095	0.000	0.8881	0.3668	1
25	157	262.230	0.000	0.8659	0.3498	1
25	164	264.246	0.000	0.7652	0.3648	1
25	166	261.227	0.000	0.7317	0.3366	1
25	177	290.261	0.000	0.7586	0.3161	1
25	181	287.243	0.000	0.7261	0.3142	1
25	182	288.247	0.000	0.7495	0.3211	1
25	196	316.277	0.000	0.7207	0.3237	1
25	842	426.400	0.000	0.8436	0.3330	1
25	855	376.392	0.000	0.8403	0.3158	1
25	867	417.446	0.000	0.8133	0.3289	1
26	27	1.005	0.000	0.8864	0.4217	1
26	28	3.018	0.000	0.9384	0.6337	1
26	35	28.031	0.000	0.9471	0.6170	1
26	36	29.035	0.000	0.9479	0.5634	1
26	37	31.049	0.000	0.9282	0.5790	1
26	40	57.064	0.000	0.9424	0.5837	1
26	53	83.082	0.000	0.8223	0.4321	1
26	55	85.097	0.000	0.9209	0.4406	1
26	157	239.232	0.000	0.9302	0.5215	1
26	164	241.248	0.000	0.7933	0.5383	1
26	166	238.229	0.000	0.7808	0.5060	1
26	177	267.263	0.000	0.8124	0.5029	1
26	181	264.245	0.000	0.7869	0.5372	1
26	182	265.249	0.000	0.8077	0.4931	1
26	196	293.279	0.000	0.7542	0.4681	1
26	842	403.402	0.000	0.8809	0.4397	1
26	855	353.395	0.000	0.8851	0.4653	1
26	867	394.448	0.000	0.8632	0.4726	1
27	28	2.013	0.000	0.8773	0.4201	1
27	35	27.026	0.000	0.8675	0.3783	1
27	36	28.031	0.000	0.8855	0.3725	1
27	37	30.044	0.000	0.8482	0.3522	1
27	40	56.060	0.000	0.8752	0.3699	1
27	53	82.077	0.000	0.7572	0.4164	1
27	55	84.093	0.000	0.8617	0.2645	1
27	157	238.228	0.000	0.8476	0.3092	1
27	164	240.243	0.000	0.7333	0.2901	1
27	166	237.224	0.000	0.7397	0.3474	1
27	177	266.259	0.000	0.7420	0.2747	1
27	181	263.240	0.000	0.7229	0.3091	1
27	182	264.245	0.000	0.7447	0.3031	1
27	196	292.275	0.000	0.7147	0.3082	1
27	842	402.398	0.000	0.8264	0.2704	1
27	855	352.390	0.000	0.8349	0.2995	1
27	867	393.444	0.000	0.7991	0.2738	1
28	35	25.013	0.000	0.9677	0.6590	1
28	36	26.017	0.000	0.9624	0.6860	1
28	37	28.031	0.000	0.9917	0.7863	1
28	40	54.047	0.000	0.9727	0.6595	1
28	53	80.064	0.000	0.7370	0.2952	1
28	55	82.079	0.000	0.9322	0.5255	1
28	157	236.214	0.000	0.9758	0.7009	1
28	164	238.230	0.000	0.8121	0.6548	1
28	166	235.211	0.000	0.7748	0.5645	1
28	177	264.245	0.000	0.8479	0.6468	1
28	181	261.227	0.000	0.7812	0.6083	1
28	182	262.231	0.000	0.8178	0.6139	1
28	196	290.262	0.000	0.7676	0.5399	1
28	842	400.385	0.000	0.8865	0.5090	1
28	855	350.377	0.000	0.8863	0.5169	1
28	867	391.430	0.000	0.8799	0.5729	1
32	95	-13.979	0.000	0.8408	0.6140	1
35	36	1.004	0.000	0.9648	0.6451	1
35	37	3.018	0.000	0.9661	0.6858	1
35	40	29.033	0.000	0.9744	0.7020	1
35	53	55.051	0.000	0.7715	0.3819	1
35	55	57.066	0.000	0.9314	0.4951	1
35	157	211.201	0.000	0.9628	0.6130	1
35	164	213.217	0.000	0.8047	0.5540	1
35	166	210.198	0.000	0.7878	0.5363	1
35	177	239.232	0.000	0.8398	0.5698	1
35	181	236.214	0.000	0.7953	0.5865	1
35	182	237.218	0.000	0.8283	0.5834	1
35	196	265.248	0.000	0.7682	0.5034	1
35	842	375.371	0.000	0.8932	0.4871	1
35	855	325.364	0.000	0.8941	0.5019	1
35	867	366.417	0.000	0.8811	0.5341	1
36	37	2.014	0.000	0.9572	0.6458	1
36	40	28.029	0.000	0.9608	0.6062	1
36	53	54.047	0.000	0.7505	0.2619	1
36	55	56.062	0.000	0.9507	0.5239	1
36	157	210.197	0.000	0.9494	0.5469	1
36	164	212.213	0.000	0.8070	0.5446	1
36	166	209.194	0.000	0.7820	0.5169	1
36	177	238.228	0.000	0.8391	0.5830	1
36	181	235.210	0.000	0.7904	0.5955	1
36	182	236.214	0.000	0.8286	0.5946	1
36	196	264.244	0.000	0.7796	0.5555	1
36	842	374.367	0.000	0.9026	0.4945	1
36	855	324.359	0.000	0.9067	0.5182	1
36	867	365.413	0.000	0.8788	0.5043	1
37	40	26.016	0.000	0.9719	0.6721	1
37	53	52.033	0.000	0.7245	0.2494	1
37	55	54.048	0.000	0.9320	0.5554	1
37	157	208.183	0.000	0.9703	0.6772	1
37	164	210.199	0.000	0.7991	0.6251	1
37	166	207.180	0.000	0.7627	0.5438	1
37	177	236.214	0.000	0.8472	0.7070	1
37	181	233.196	0.000	0.7742	0.6295	1
37	182	234.200	0.000	0.8118	0.6411	1
37	196	262.231	0.000	0.7622	0.5585	1
37	842	372.353	0.000	0.8856	0.5290	1
37	855	322.346	0.000	0.8843	0.5439	1
37	867	363.399	0.000	0.8761	0.5961	1
38	74	28.032	0.000	0.9315	0.6320	1
38	90	2.016	0.000	0.8666	0.4974	1
40	53	26.018	0.000	0.7874	0.3862	1
40	55	28.033	0.000	0.9452	0.5378	1
40	157	182.168	0.000	0.9641	0.5910	1
40	164	184.183	0.000	0.8046	0.5404	1
40	166	181.165	0.000	0.7764	0.4888	1
40	177	210.199	0.000	0.8472	0.6017	1
40	181	207.180	0.000	0.7843	0.5497	1
40	182	208.185	0.000	0.8207	0.5599	1
40	196	236.215	0.000	0.7785	0.5194	1
40	842	346.338	0.000	0.8949	0.4693	1
40	855	296.330	0.000	0.8957	0.4942	1
40	867	337.384	0.000	0.8828	0.5243	1
42	77	-43.990	0.000	0.7718	0.3646	1
42	118	28.032	0.000	0.9352	0.7873	1
42	139	42.047	0.000	0.9519	0.6288	1
42	173	8.063	0.000	0.8005	0.5957	1
42	200	56.063	0.000	0.9340	0.8048	1
42	240	-15.993	0.000	0.8515	0.6542	1
42	243	2.016	0.000	0.8162	0.4071	1
42	310	70.079	0.000	0.8956	0.7870	1
42	358	6.084	0.000	0.7189	0.6851	1
42	625	54.084	0.000	0.8321	0.7241	1
44	283	14.016	0.000	0.9045	0.7818	1
51	75	14.016	0.000	0.8271	0.5510	1
51	560	20.029	0.000	0.7211	0.3489	1
53	55	2.015	0.000	0.7518	0.2499	1
53	157	156.150	0.000	0.7319	0.3016	1
53	855	270.313	0.000	0.7038	0.2165	1
55	157	154.135	0.000	0.9318	0.5169	1
55	164	156.151	0.000	0.8102	0.6045	1
55	166	153.132	0.000	0.7809	0.5371	1
55	177	182.166	0.000	0.8204	0.5846	1
55	181	179.148	0.000	0.7749	0.5683	1
55	182	180.152	0.000	0.8064	0.5496	1
55	196	208.182	0.000	0.7781	0.5823	1
55	842	318.305	0.000	0.9081	0.4905	1
55	855	268.297	0.000	0.9068	0.5307	1
55	867	309.351	0.000	0.8779	0.5648	1
57	58	-42.047	0.000	0.7438	0.6489	1
58	59	-18.010	0.000	0.7724	0.6228	1
59	71	2.016	0.000	0.7115	0.5511	1
59	106	-44.026	0.000	0.7165	0.5524	1
60	90	28.032	0.000	0.8576	0.6395	1
60	131	56.063	0.000	0.9123	0.6843	1
61	167	-44.026	0.000	0.7337	0.3358	1
61	525	-31.969	0.000	0.7543	0.5118	1
61	633	-18.010	0.000	0.7506	0.5118	1
61	641	-18.010	0.000	0.7403	0.4669	1
61	755	10.021	0.000	0.7107	0.4767	1
62	64	-0.973	0.000	0.7759	0.5598	1
63	71	-2.015	0.000	0.7551	0.4614	1
66	281	15.995	0.000	0.8776	0.4917	1
66	373	-162.053	0.000	0.7701	0.4900	1
66	377	-0.000	0.000	0.9554	0.5561	1
66	391	41.999	0.000	0.7206	0.2831	1
66	557	33.984	0.000	0.7176	0.4433	1
66	725	-120.043	0.000	0.8149	0.4089	1
66	738	-120.043	0.000	0.8617	0.4539	1
67	843	-1.990	0.000	0.7227	0.6813	1
69	223	-15.995	0.000	0.9195	0.7356	1
69	305	12.014	0.000	0.7083	0.3662	1
69	391	23.989	0.000	0.7068	0.5725	1
74	131	2.016	0.000	0.9058	0.5845	1
75	286	-16.955	0.000	0.7004	0.3720	1
77	118	72.021	0.000	0.7514	0.3272	1
77	139	86.037	0.000	0.7638	0.4034	1
77	200	100.053	0.000	0.7747	0.3465	1
77	240	27.996	0.000	0.8289	0.3877	1
77	243	46.006	0.000	0.7804	0.3891	1
77	310	114.068	0.000	0.7532	0.3345	1
77	625	98.073	0.000	0.7125	0.3406	1
84	388	-76.990	0.000	0.7357	0.4926	1
86	87	-18.011	0.000	0.7358	0.6551	1
86	106	-0.000	0.000	0.8008	0.7351	1
86	112	-18.011	0.000	0.7625	0.6781	1
87	106	18.011	0.000	0.7683	0.6602	1
87	112	0.000	0.000	0.9289	0.8698	1
89	362	42.011	0.000	0.7639	0.6424	1
90	131	28.031	0.000	0.9107	0.6893	1
91	102	2.014	0.000	0.8022	0.6408	1
95	405	0.000	0.000	0.7178	0.4742	1
97	141	28.031	0.000	0.7030	0.5080	1
97	280	28.031	0.000	0.7274	0.5288	1
97	387	264.245	0.000	0.7058	0.4978	1
99	126	1.998	0.000	0.8591	0.3886	1
99	246	3.996	0.000	0.8959	0.5539	1
99	247	29.992	0.000	0.9524	0.7631	1
99	258	-56.022	0.000	0.8601	0.4889	1
99	286	-66.040	0.000	0.7175	0.2885	1
99	348	-15.995	0.000	0.7994	0.5206	1
99	434	-6.990	0.000	0.9106	0.6358	1
99	698	-67.009	0.000	0.7659	0.2873	1
99	700	31.937	0.000	0.7993	0.2483	1
99	701	31.936	0.000	0.7824	0.2091	1
99	741	12.005	0.000	0.8936	0.5867	1
99	744	-67.009	0.000	0.7768	0.2497	1
99	749	-24.053	0.000	0.8584	0.3308	1
99	779	-141.046	0.000	0.7385	0.1597	1
100	101	3.013	0.000	0.7029	0.6874	1
100	107	28.026	0.000	0.8822	0.7096	1
100	108	29.029	0.000	0.7328	0.7010	1
100	110	26.019	0.000	0.9185	0.7137	1
100	115	54.051	0.000	0.8190	0.4849	1
100	230	292.271	0.000	0.7762	0.4530	1
101	102	14.013	0.000	0.8405	0.7227	1
101	107	25.013	0.000	0.7485	0.7425	1
101	108	26.016	0.000	0.9237	0.7313	1
101	111	28.030	0.000	0.8726	0.7917	1
101	113	40.031	0.000	0.8143	0.5181	1
101	114	54.047	0.000	0.8761	0.5778	1
101	119	68.063	0.000	0.8807	0.5797	1
101	121	82.078	0.000	0.8865	0.6234	1
101	221	264.246	0.000	0.8389	0.5169	1
101	227	292.277	0.000	0.8478	0.5762	1
101	229	290.261	0.000	0.7816	0.5090	1
101	238	318.292	0.000	0.7198	0.3679	1
101	259	-43.989	0.000	0.9313	0.7012	1
102	108	12.003	0.000	0.7786	0.5960	1
102	111	14.018	0.000	0.8890	0.6789	1
102	113	26.018	0.000	0.7527	0.5474	1
102	114	40.034	0.000	0.7502	0.5275	1
102	119	54.050	0.000	0.7940	0.5522	1
102	121	68.065	0.000	0.7630	0.5461	1
102	221	250.233	0.000	0.7023	0.4681	1
102	227	278.264	0.000	0.7678	0.5020	1
103	484	-0.000	0.000	0.9219	0.8773	1
103	485	-18.011	0.000	0.8294	0.7860	1
103	542	-13.980	0.000	0.7419	0.6724	1
106	112	-18.011	0.000	0.7745	0.6728	1
107	108	1.003	0.000	0.9440	0.8528	1
107	110	-2.007	0.000	0.8653	0.7782	1
107	111	3.018	0.000	0.8996	0.7910	1
107	113	15.018	0.000	0.7540	0.6136	1
107	114	29.034	0.000	0.7630	0.7778	1
107	115	26.025	0.000	0.7721	0.6138	1
107	119	43.050	0.000	0.7072	0.5890	1
107	229	265.249	0.000	0.7108	0.6460	1
107	230	264.245	0.000	0.8229	0.5588	1
108	110	-3.010	0.000	0.7326	0.6657	1
108	111	2.014	0.000	0.7907	0.7850	1
108	113	14.015	0.000	0.8881	0.7130	1
108	114	28.031	0.000	0.9477	0.8165	1
108	119	42.047	0.000	0.8607	0.5592	1
108	121	56.062	0.000	0.8639	0.6580	1
108	221	238.230	0.000	0.7865	0.4963	1
108	227	266.261	0.000	0.8022	0.5364	1
108	229	264.245	0.000	0.8411	0.6527	1
108	238	292.276	0.000	0.7171	0.3733	1
109	116	28.031	0.000	0.7074	0.6684	1
110	115	28.032	0.000	0.8912	0.6038	1
110	230	266.252	0.000	0.8098	0.5408	1
111	113	12.000	0.000	0.7573	0.5890	1
111	114	26.016	0.000	0.8524	0.7903	1
111	119	40.032	0.000	0.8271	0.6954	1
111	121	54.048	0.000	0.8500	0.8211	1
111	221	236.215	0.000	0.7016	0.4743	1
111	227	264.246	0.000	0.8043	0.5879	1
111	229	262.231	0.000	0.7050	0.5739	1
111	260	-43.989	0.000	0.8388	0.5975	1
113	114	14.016	0.000	0.8091	0.5461	1
113	119	28.032	0.000	0.8372	0.5292	1
113	121	42.048	0.000	0.8097	0.5231	1
113	221	224.215	0.000	0.7350	0.4600	1
113	227	252.246	0.000	0.7657	0.4552	1
113	229	250.230	0.000	0.7529	0.4813	1
114	119	14.016	0.000	0.9081	0.6341	1
114	121	28.032	0.000	0.9563	0.7829	1
114	221	210.199	0.000	0.7869	0.4926	1
114	227	238.230	0.000	0.8659	0.6121	1
114	229	236.215	0.000	0.8356	0.6061	1
114	238	264.246	0.000	0.7343	0.3698	1
115	230	238.220	0.000	0.7597	0.4540	1
118	139	14.015	0.000	0.9585	0.6596	1
118	173	-19.969	0.000	0.8888	0.7669	1
118	200	28.032	0.000	0.9460	0.8299	1
118	240	-44.025	0.000	0.8541	0.6598	1
118	243	-26.016	0.000	0.8247	0.4156	1
118	310	42.047	0.000	0.9124	0.8175	1
118	358	-21.948	0.000	0.7243	0.7420	1
118	625	26.052	0.000	0.8544	0.7103	1
119	121	14.015	0.000	0.9264	0.7155	1
119	221	196.183	0.000	0.7779	0.3441	1
119	227	224.214	0.000	0.8595	0.5306	1
119	229	222.198	0.000	0.8062	0.4372	1
119	238	250.230	0.000	0.7626	0.4162	1
120	141	-54.047	0.000	0.7242	0.5480	1
120	147	-28.030	0.000	0.7278	0.5083	1
120	280	-54.047	0.000	0.7240	0.5459	1
121	221	182.168	0.000	0.8193	0.5373	1
121	227	210.198	0.000	0.8963	0.6219	1
121	229	208.183	0.000	0.7984	0.4990	1
121	238	236.214	0.000	0.7859	0.4649	1
125	165	-15.995	0.000	0.7883	0.5160	1
126	246	1.998	0.000	0.8453	0.3661	1
126	248	-16.012	0.000	0.8462	0.3531	1
126	348	-17.993	0.000	0.7312	0.3636	1
127	135	28.031	0.000	0.7589	0.5608	1
128	218	-15.995	0.000	0.8389	0.4944	1
128	282	-17.063	0.000	0.8532	0.6354	1
128	285	27.995	0.000	0.7315	0.5300	1
132	133	18.011	0.000	0.7154	0.2834	1
132	195	14.017	0.000	0.9312	0.8210	1
132	532	-4.968	0.000	0.7031	0.5382	1
134	146	28.032	0.000	0.8909	0.5783	1
134	155	54.047	0.000	0.8977	0.5487	1
134	158	56.063	0.000	0.9238	0.5937	1
134	170	81.076	0.000	0.9096	0.5660	1
134	171	82.078	0.000	0.9259	0.5876	1
134	183	84.094	0.000	0.8989	0.4809	1
134	189	96.094	0.000	0.7572	0.4671	1
134	206	110.109	0.000	0.8171	0.5479	1
134	254	138.141	0.000	0.9098	0.5670	1
134	307	94.115	0.000	0.7343	0.5117	1
134	349	166.172	0.000	0.9031	0.5644	1
134	529	40.130	0.000	0.8413	0.5203	1
134	579	208.219	0.000	0.8818	0.5079	1
134	618	192.225	0.000	0.8136	0.3710	1
134	635	222.235	0.000	0.8528	0.5170	1
134	705	151.161	0.000	0.7017	0.4588	1
136	415	28.031	0.000	0.7033	0.2356	1
139	173	-33.984	0.000	0.8903	0.6296	1
139	200	14.016	0.000	0.9437	0.6355	1
139	240	-58.041	0.000	0.8435	0.5547	1
139	243	-40.031	0.000	0.8204	0.4750	1
139	310	28.032	0.000	0.9168	0.6576	1
139	625	12.037	0.000	0.8230	0.5660	1
141	280	-0.000	0.000	0.7917	0.6446	1
141	390	238.230	0.000	0.7699	0.5576	1
142	151	11.053	0.000	0.8059	0.3421	1
142	819	142.136	0.000	0.7586	0.3534	1
146	155	26.016	0.000	0.8688	0.5325	1
146	158	28.031	0.000	0.8985	0.5975	1
146	170	53.044	0.000	0.8788	0.5600	1
146	171	54.047	0.000	0.9257	0.5742	1
146	183	56.062	0.000	0.9027	0.5075	1
146	189	68.062	0.000	0.8012	0.6344	1
146	206	82.078	0.000	0.7598	0.4686	1
146	254	110.109	0.000	0.8863	0.6053	1
146	307	66.083	0.000	0.7061	0.4920	1
146	349	138.141	0.000	0.8848	0.5961	1
146	529	12.098	0.000	0.8045	0.4484	1
146	579	180.188	0.000	0.8539	0.5574	1
146	618	164.194	0.000	0.7827	0.3494	1
146	635	194.203	0.000	0.8119	0.5197	1
148	149	-18.011	0.000	0.7549	0.6977	1
155	158	2.015	0.000	0.9331	0.5712	1
155	170	27.028	0.000	0.9172	0.5537	1
155	171	28.031	0.000	0.9267	0.5383	1
155	183	30.046	0.000	0.9156	0.4981	1
155	189	42.046	0.000	0.7792	0.5039	1
155	206	56.062	0.000	0.8156	0.5186	1
155	254	84.094	0.000	0.9166	0.5473	1
155	307	40.067	0.000	0.7340	0.4741	1
155	349	112.125	0.000	0.9033	0.5385	1
155	529	-13.918	0.000	0.8476	0.4993	1
155	579	154.172	0.000	0.9031	0.5511	1
155	618	138.178	0.000	0.8270	0.3727	1
155	635	168.187	0.000	0.8664	0.5422	1
157	164	2.016	0.000	0.8486	0.6804	1
157	166	-1.003	0.000	0.8171	0.5969	1
157	177	28.031	0.000	0.8821	0.6870	1
157	181	25.013	0.000	0.8273	0.6556	1
157	182	26.017	0.000	0.8679	0.6935	1
157	196	54.047	0.000	0.8146	0.5974	1
157	842	164.170	0.000	0.9163	0.5565	1
157	855	114.162	0.000	0.9110	0.5514	1
157	867	155.216	0.000	0.9118	0.6092	1
158	170	25.013	0.000	0.9535	0.7730	1
158	171	26.016	0.000	0.9808	0.6608	1
158	183	28.031	0.000	0.9536	0.5537	1
158	189	40.031	0.000	0.7862	0.5183	1
158	206	54.047	0.000	0.8171	0.5224	1
158	254	82.078	0.000	0.9455	0.7117	1
158	307	38.052	0.000	0.7432	0.4654	1
158	349	110.110	0.000	0.9336	0.6195	1
158	529	-15.933	0.000	0.8547	0.5022	1
