"feature_id","feature_id_full","feature_id_full_annotated","feature_mz","feature_rt","A_vs_B_p_value","A_vs_C_p_value","A_vs_D_p_value","B_vs_C_p_value","B_vs_D_p_value","C_vs_D_p_value","A_vs_B_p_value_minus_log10","A_vs_C_p_value_minus_log10","A_vs_D_p_value_minus_log10","B_vs_C_p_value_minus_log10","B_vs_D_p_value_minus_log10","C_vs_D_p_value_minus_log10","C_vs_D_fold_change","B_vs_D_fold_change","A_vs_D_fold_change","B_vs_C_fold_change","A_vs_C_fold_change","A_vs_B_fold_change","C_vs_D_fold_change_log2","B_vs_D_fold_change_log2","A_vs_D_fold_change_log2","B_vs_C_fold_change_log2","A_vs_C_fold_change_log2","A_vs_B_fold_change_log2","sirius_name","sirius_chebiasciiname","sirius_chebiid","sirius_confidencescoreapproximate","sirius_confidencescoreexact","sirius_csi_fingeridscore","sirius_siriusscore","sirius_zodiacscore","sirius_inchi","sirius_inchikey2d","sirius_molecularformula","sirius_adduct","sirius_smiles","canopus_npc_pathway","canopus_npc_class","canopus_npc_superclass","met_annot_structure_exact_mass","met_annot_structure_inchi","met_annot_structure_inchikey","met_annot_short_inchikey","met_annot_structure_smiles","met_annot_structure_molecular_formula","met_annot_structure_nametraditional","met_annot_structure_wikidata","met_annot_structure_taxonomy_npclassifier_01pathway","met_annot_structure_taxonomy_npclassifier_02superclass","met_annot_structure_taxonomy_npclassifier_01pathway_consensus","met_annot_structure_taxonomy_npclassifier_02superclass_consensus","met_annot_structure_taxonomy_npclassifier_03class_consensus","met_annot_organism_name","met_annot_organism_taxonomy_01domain","met_annot_organism_taxonomy_02kingdom","met_annot_organism_taxonomy_03phylum","met_annot_organism_taxonomy_04class","met_annot_organism_taxonomy_05order","met_annot_organism_taxonomy_06family","met_annot_organism_taxonomy_07tribe","met_annot_organism_taxonomy_08genus","met_annot_organism_taxonomy_09species","met_annot_organism_taxonomy_10varietas","met_annot_organism_taxonomy_ottid","met_annot_organism_wikidata","met_annot_score_taxo","A","A.pval","B","B.pval","C","C.pval","D","D.pval","MeanDecreaseAccuracy","MeanDecreaseAccuracy.pval","MeanDecreaseGini","MeanDecreaseGini.pval"
515,"515_150.06_4.5","NA_[515_150.06_4.5]",150.058783135508,4.530455,0.0250274443255974,0.029348285686668,0.985378832673676,0.999714111676327,0.0455580969117942,0.0533101697421134,1.6015834960553,1.53241726199949,0.00639677121856457,0.000124177472702472,1.34143442590042,1.27318993465857,1.36769137563495,1.38347776556677,0.969464029364573,1.0115423627092,0.708832450533296,0.700744206732816,0.451742717743261,0.46829945799606,-0.0447407247864206,0.0165567402527987,-0.496483442529682,-0.51304018278248,"4-Methoxybutane-1-sulfonamide",NA,NA,0.023,0.017,-423.013,127.927,1,"InChI=1S/C5H13NO3S/c1-9-4-2-3-5-10(6,7)8/h2-5H2,1H3,(H2,6,7,8)","RDCXBJGICKBAQR","C5H13NO3S","[M - H2O + H]+","COCCCCS(=O)(=O)N","Amino acids and Peptides","Aminoacids","Small peptides","149.051049592","InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)","FFEARJCKVFRZRR-UHFFFAOYSA-N","FFEARJCKVFRZRR","CSCCC(N)C(=O)O","C5H11NO2S","2-Amino-4-methylsulfanylbutanoate;hydron","http://www.wikidata.org/entity/Q180341","Amino acids and Peptides","Small peptides","Amino acids and Peptides","Small peptides","Aminoacids","Drosophila melanogaster","['Eukaryota']","['Metazoa']","['Arthropoda']","['Insecta']","['Diptera']","['Drosophilidae']","['Drosophilini']","['Drosophila']","['Drosophila melanogaster']","nan","505714.0","http://www.wikidata.org/entity/Q130888",9,1.1562432251572,0.19560878243513,0.169035680605574,0.407185628742515,3.24523285178825,0.0239520958083832,-0.277371435197549,0.413173652694611,2.76596110612139,0.0698602794411178,0.200677200577201,0.7624750499002
571,"571_116.07_4.9","NA_[571_116.07_4.9]",116.071028154155,4.9121795,0.00177358744838707,0.999739065052503,0.762543722010874,0.00205276065191029,0.00037223194570124,0.71364023158597,2.75114739336872,0.00011333739532042,0.117735250100934,2.68766168560964,3.42918635757169,0.146520674518604,1.063972321366,1.49476381786269,1.05838532118017,1.40488975873321,0.994748923375515,0.708061908197324,0.0894606204374002,0.579917547489422,0.0818649580298495,0.490456927052022,-0.00759566240755063,-0.498052589459572,"2-amino-3-hydroxypentanoic acid",NA,NA,0.647,0.547,-105.99,23.143,1,"InChI=1S/C5H11NO3/c1-2-3(7)4(6)5(8)9/h3-4,7H,2,6H2,1H3,(H,8,9)","LGVJIYCMHMKTPB","C5H11NO3","[M - H2O + H]+","CCC(C(C(=O)O)N)O","Amino acids and Peptides","Aminoacids","Small peptides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.30038758405958,0.0518962075848303,4.7309059289424,0.00199600798403194,1.61006778528067,0.105788423153693,2.32181730106286,0.06187624750499,4.5283373522362,0.00598802395209581,0.311729365079365,0.273453093812375
572,"572_70.07_4.9","NA_[572_70.07_4.9]",70.0654546700715,4.913337,0.0027460367123795,0.999144915491814,0.88557718477776,0.0034269530411325,0.000837882360390396,0.827161160365459,2.56129366088031,0.000371517345476105,0.052773580761626,2.46509184658174,3.07681695251495,0.0824098662169748,1.05449582341627,1.47992584463076,1.0457508101802,1.4034440078067,0.991706924729448,0.706623790627235,0.0765533810030443,0.565524887838172,0.064539115689335,0.488971506835128,-0.0120142653137093,-0.500985772148837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.51099471303875,0.141716566866267,4.90076190493971,0.00199600798403194,2.32181730106286,0.0518962075848303,2.3269502762573,0.0538922155688623,5.09011955080002,0.00598802395209581,0.344525613275613,0.183632734530938
611,"611_219.13_5.5","NA_[611_219.13_5.5]",219.134417825115,5.4535446,0.0318747324943197,0.0318747324943197,0.0318747324943199,1,1,1,1.49655345131809,1.49655345131809,1.49655345131809,0,0,0,1,1,0.653035203058429,1,0.653035203058429,0.653035203058429,0,0,-0.614767329901407,0,-0.614767329901407,-0.614767329901407,"(2S)-2-amino-6-(1,2,3-trihydroxypropylamino)hexanoic acid",NA,NA,0.238,0.238,-189.461,108.695,1,"InChI=1S/C9H20N2O5/c10-6(9(15)16)3-1-2-4-11-8(14)7(13)5-12/h6-8,11-14H,1-5,10H2,(H,15,16)","MGWIHFLXYFRGCX","C9H20N2O5","[M - H2O + H]+","C(CCNC(C(CO)O)O)CC(C(=O)O)N","Amino acids and Peptides","Aminoacids","Small peptides","218.126657056","InChI=1S/C9H18N2O4/c1-6(8(12)13)11-7(9(14)15)4-2-3-5-10/h6-7,11H,2-5,10H2,1H3,(H,12,13)(H,14,15)/t6-,7+/m1/s1","ZZYYVZYAZCMNPG-RQJHMYQMSA-N","ZZYYVZYAZCMNPG","C[C@@H](N[C@@H](CCCCN)C(=O)O)C(=O)O","C9H18N2O4","(2S)-6-azaniumyl-2-{[(1R)-1-carboxylatoethyl]azaniumyl}hexanoate","http://www.wikidata.org/entity/Q27102265","Amino acids and Peptides","Small peptides","Amino acids and Peptides","Small peptides","Aminoacids","Apis cerana","['Eukaryota']","['Metazoa']","['Arthropoda']","['Insecta']","['Hymenoptera']","['Apidae']","['Apini']","['Apis']","['Apis cerana']","nan","625771.0","http://www.wikidata.org/entity/Q306939",4,1.41705050316284,0.0279441117764471,0,0.856287425149701,1.00100150250438,0.13373253493014,0,0.834331337325349,1.34406227991274,0.131736526946108,0.069570202020202,0.119760479041916
665,"665_226.95_5.8","NA_[665_226.95_5.8]",226.951856166137,5.7873545,0.00241948389149149,0.148411352498272,0.652319166250161,0.129577077896155,0.0183487025859222,0.672465160074205,2.61627726500386,0.828532877097547,0.185539860977131,0.887471818092533,1.73639463875222,0.172330211220682,1.11230584704436,1.45658345569802,0.905766273118835,1.30951703577616,0.814314044581938,0.621843032457603,0.153553535673753,0.542588363800531,-0.142789274322579,0.389034828126778,-0.296342809996332,-0.68537763812311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.28290540632661,0.0379241516966068,3.63925872890883,0.00399201596806387,-3.42248166461653,1,2.91688370477886,0.0239520958083832,3.03350528355818,0.0259481037924152,0.328395865245865,0.13373253493014
666,"666_158.96_5.8","NA_[666_158.96_5.8]",158.964493413571,5.787719,7.57962443731497e-05,0.232881435065307,0.626950264385742,0.00163797716646086,0.000453655636435957,0.851198055101448,4.1203523126849,0.632865131345338,0.202766910141465,2.78569215663492,3.34327368886953,0.0699693773653732,1.04849647695041,1.49518688751762,0.934460139159826,1.42602948163109,0.891238225118064,0.624978821685135,0.0683220138477494,0.580325822111535,-0.0977949699891106,0.512003808263786,-0.16611698383686,-0.678120792100646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.71058924980998,0.0778443113772455,3.35372088325507,0.00998003992015968,-2.1001107252027,0.976047904191617,1.9042342233658,0.0538922155688623,3.16557463529118,0.0259481037924152,0.303372005772006,0.259481037924152
700,"700_266.16_6.1","NA_[700_266.16_6.1]",266.160441535258,6.0745716,0.000137105370080604,0.0243913441667077,0.994763629952468,0.0347335075392649,0.000195023790554694,0.0372134058183664,3.86294553462916,1.61276426577489,0.00228010156826208,1.45925135754641,3.70991240670721,1.42930058097457,1.26430303642466,1.72632842055766,0.984159201705692,1.36543879973552,0.778420341763005,0.570088049287733,0.338342299550385,0.787706952140047,-0.0230363840653849,0.449364652589662,-0.36137868361577,-0.810743336205432,"(2S,3S,4R,5S)-6-[2-(2-methoxyethoxy)ethylamino]hexane-1,2,3,4,5-pentol",NA,NA,0.023,0.023,-135.225,89.838,1,"InChI=1S/C11H25NO7/c1-18-4-5-19-3-2-12-6-8(14)10(16)11(17)9(15)7-13/h8-17H,2-7H2,1H3","RDQUJEAXJAFZRR","C11H25NO7","[M - H2O + H]+","COCCOCCNCC(C(C(C(CO)O)O)O)O","Amino acids and Peptides","Cyanogenic glycosides","Amino acid glycosides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.03856595305422,0.063872255489022,4.9058350274957,0.00598802395209581,3.22189739708921,0.0259481037924152,3.44072752400945,0.0219560878243513,5.57088117648424,0.00598802395209581,0.477211038961039,0.0958083832335329
712,"712_151.05_6.2","NA_[712_151.05_6.2]",151.048237343284,6.1610518,0.0298323116151019,0.152971682210637,0.0729516636245591,0.769830987250116,0.953252843861226,0.968360167642408,1.52531309317543,0.815388957403992,1.13696479979894,0.113604611660649,0.0207918904116005,0.0139630830560846,0.926771565200325,1.09996610817239,0.674521854240258,1.18687943121629,0.727818892560064,0.613220579460385,-0.10971431414362,0.137459072545492,-0.568062908210078,0.247173386689112,-0.458348594066458,-0.70552198075557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.43975018237133,0.0479041916167665,2.33644103985384,0.0758483033932136,0.972203468478169,0.213572854291417,-1.00100150250438,0.666666666666667,2.57680409544255,0.0758483033932136,0.0883215728715729,0.986027944111776
713,"713_169.06_6.2","NA_[713_169.06_6.2]",169.059031920643,6.161429,0.0273851937529124,0.231613969940629,0.0398541420410611,0.587417814291369,0.996293807953156,0.712002676650237,1.56248418204858,0.635235249412847,1.39952653569584,0.231052887007759,0.00161256884900322,0.147518373705499,0.883733888784931,1.02709186220494,0.724474878351182,1.16221848594843,0.81978849916832,0.705365220980225,-0.17831608627447,0.0385652208193955,-0.464992430649028,0.216881307093865,-0.286676344374558,-0.503557651468424,"Hgln",NA,NA,0.909,0.896,-78.298,54.076,1,"InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)","ZDXPYRJPNDTMRX","C5H10N2O3","[M + Na]+","C(CC(=O)N)C(C(=O)O)N","Amino acids and Peptides","Aminoacids","Small peptides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00100150250438,0.213572854291417,1.41705050316284,0.159680638722555,-0.817041456918251,0.6187624750499,0,0.453093812375249,0.617615537727615,0.275449101796407,0.10345937950938,0.994011976047904
715,"715_84.04_6.2","NA_[715_84.04_6.2]",84.0447294479239,6.1713333,0.0134056631805122,0.856243446409249,0.0126331146899832,0.0535264988329296,3.83632961065139e-05,0.0032193197378505,1.87271169652536,0.0674027395277717,1.89848956109108,1.27143116287973,4.41608408608495,2.49223588771693,1.31784576338896,1.6569603185484,1.24866090207732,1.25732491963808,0.947501548941721,0.753585277872694,0.398181531639831,0.728539052819512,0.320381738504498,0.330357521179681,-0.0777997931353337,-0.408157314315015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.84453388024833,0.0918163672654691,2.69299085905714,0.0239520958083832,-0.412638740863523,0.540918163672655,3.75171747527874,0.0119760479041916,3.53988229538515,0.0239520958083832,0.393155555555555,0.0978043912175649
716,"716_130.05_6.2","NA_[716_130.05_6.2]",130.050173292295,6.1713333,0.0140720487413473,0.904440950288134,0.00846968726488562,0.0458185052632462,2.94083028717917e-05,0.00266775232472116,1.85164266928244,0.0436197823709617,2.07213262528227,1.33895908290115,4.53153003753587,2.57385449297134,1.32011479225632,1.66549189168688,1.26160225751147,1.2616265657021,0.955676176732446,0.757495286412748,0.400663386415767,0.735948330384766,0.335257146802318,0.335284943969,-0.0654062396134489,-0.400691183582448,"3-aminopentanedioic acid",NA,NA,0.348,0.193,-84.553,68.181,1,"InChI=1S/C5H9NO4/c6-3(1-4(7)8)2-5(9)10/h3H,1-2,6H2,(H,7,8)(H,9,10)","BBJIPMIXTXKYLZ","C5H9NO4","[M - H2O + H]+","C(C(CC(=O)O)N)C(=O)O","Amino acids and Peptides","Aminoacids","Small peptides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.06467327923688,0.0279441117764471,2.82364427714309,0.0219560878243513,-0.134842424195377,0.465069860279441,5.04882583533135,0.00399201596806387,4.9568247938914,0.00399201596806387,0.479467243867244,0.0399201596806387
718,"718_707.22_6.2","NA_[718_707.22_6.2]",707.222285968825,6.1792197,0.00463478584510568,0.0141558894503698,0.0158735885791408,0.915671132552234,0.891519304329194,0.999893680854548,2.33397032806481,1.84906283761985,1.79932488018034,0.0382604771650681,0.0498692484809125,4.6176272945059e-05,0.994076778705483,0.939291634707303,1.49348691510248,0.944888417905182,1.50238587913435,1.59001407009004,-0.00857081052447232,-0.090354934215153,0.578684597809765,-0.0817841236906807,0.587255408334238,0.669039532024919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"342.116211524|342.11621152399994|342.11621152399994","InChI=1S/C12H22O11/c13-1-4-6(16)8(18)9(19)11(21-4)23-12(3-15)10(20)7(17)5(2-14)22-12/h4-11,13-20H,1-3H2/t4-,5-,6-,7-,8+,9-,10+,11-,12+/m1/s1|InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1|InChI=1S/C12H22O11/c13-1-3-5(14)8(17)10(19)12(23-3)21-2-4-6(15)7(16)9(18)11(20)22-4/h3-20H,1-2H2/t3-,4-,5-,6-,7+,8+,9-,10-,11?,12+/m1/s1","CZMRCDWAGMRECN-UGDNZRGBSA-N|GUBGYTABKSRVRQ-PICCSMPSSA-N|DLRVVLDZNNYCBX-RTPHMHGBSA-N","CZMRCDWAGMRECN|GUBGYTABKSRVRQ|DLRVVLDZNNYCBX","OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O|OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O|OC[C@H]1O[C@H](OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O","C12H22O11|C12H22O11|C12H22O11","Sucrose|D-(+)-Maltose|Brachiose","http://www.wikidata.org/entity/Q4027534|http://www.wikidata.org/entity/Q170002|http://www.wikidata.org/entity/Q28487684","Carbohydrates|Carbohydrates|Carbohydrates","Saccharides|Saccharides|Saccharides","Carbohydrates","Saccharides","Disaccharides","Drosophila melanogaster|Drosophila melanogaster|Drosophila melanogaster","['Eukaryota']|['Eukaryota']|['Eukaryota']","['Metazoa']|['Metazoa']|['Metazoa']","['Arthropoda']|['Arthropoda']|['Arthropoda']","['Insecta']|['Insecta']|['Insecta']","['Diptera']|['Diptera']|['Diptera']","['Drosophilidae']|['Drosophilidae']|['Drosophilidae']","['Drosophilini']|['Drosophilini']|['Drosophilini']","['Drosophila']|['Drosophila']|['Drosophila']","['Drosophila melanogaster']|['Drosophila melanogaster']|['Drosophila melanogaster']","nan|nan|nan","505714.0|505714.0|505714.0","http://www.wikidata.org/entity/Q130888|http://www.wikidata.org/entity/Q130888|http://www.wikidata.org/entity/Q130888",NA,2.00804832225625,0.0858283433133733,-0.447303065060821,0.538922155688623,0.378018479507039,0.315369261477046,-1.00100150250438,0.686626746506986,0.378730458386488,0.305389221556886,0.0823865079365079,0.998003992015968
744,"744_365.11_6.4","NA_[744_365.11_6.4]",365.106160148583,6.3763366,0.00508949415967452,0.0159581828786901,0.0289361737389832,0.910833558745708,0.753812984086967,0.985851030620099,2.29332537966301,1.79701656227642,1.53855889664154,0.0405609766190512,0.122736386296393,0.00618870520836594,0.973177675074228,0.9251254359832,1.36325527250877,0.950623364754681,1.40082875658321,1.47358965550432,-0.0392248699964773,-0.112279103742791,0.447055735216986,-0.073054233746314,0.486280605213463,0.559334838959777,"Brachiose",NA,NA,0.434,0.332,-28.933,42.082,1,"InChI=1S/C12H22O11/c13-1-3-5(14)8(17)10(19)12(23-3)21-2-4-6(15)7(16)9(18)11(20)22-4/h3-20H,1-2H2","DLRVVLDZNNYCBX","C12H22O11","[M + Na]+","C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)O)O)O)O)O)O)O)O","Carbohydrates","Disaccharides","Saccharides","342.116211524|342.11621152399994|342.11621152399994","InChI=1S/C12H22O11/c13-1-4-6(16)8(18)9(19)11(21-4)23-12(3-15)10(20)7(17)5(2-14)22-12/h4-11,13-20H,1-3H2/t4-,5-,6-,7-,8+,9-,10+,11-,12+/m1/s1|InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1|InChI=1S/C12H22O11/c13-1-3-5(14)8(17)10(19)12(23-3)21-2-4-6(15)7(16)9(18)11(20)22-4/h3-20H,1-2H2/t3-,4-,5-,6-,7+,8+,9-,10-,11?,12+/m1/s1","CZMRCDWAGMRECN-UGDNZRGBSA-N|GUBGYTABKSRVRQ-PICCSMPSSA-N|DLRVVLDZNNYCBX-RTPHMHGBSA-N","CZMRCDWAGMRECN|GUBGYTABKSRVRQ|DLRVVLDZNNYCBX","OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O|OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O|OC[C@H]1O[C@H](OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O","C12H22O11|C12H22O11|C12H22O11","Sucrose|D-(+)-Maltose|Brachiose","http://www.wikidata.org/entity/Q4027534|http://www.wikidata.org/entity/Q170002|http://www.wikidata.org/entity/Q28487684","Carbohydrates|Carbohydrates|Carbohydrates","Saccharides|Saccharides|Saccharides","Carbohydrates","Nucleosides","Purine nucleos(t)ides","Drosophila melanogaster|Drosophila melanogaster|Drosophila melanogaster","['Eukaryota']|['Eukaryota']|['Eukaryota']","['Metazoa']|['Metazoa']|['Metazoa']","['Arthropoda']|['Arthropoda']|['Arthropoda']","['Insecta']|['Insecta']|['Insecta']","['Diptera']|['Diptera']|['Diptera']","['Drosophilidae']|['Drosophilidae']|['Drosophilidae']","['Drosophilini']|['Drosophilini']|['Drosophilini']","['Drosophila']|['Drosophila']|['Drosophila']","['Drosophila melanogaster']|['Drosophila melanogaster']|['Drosophila melanogaster']","nan|nan|nan","505714.0|505714.0|505714.0","http://www.wikidata.org/entity/Q130888|http://www.wikidata.org/entity/Q130888|http://www.wikidata.org/entity/Q130888",NA,2.86337963710694,0.0239520958083832,1.34406227991274,0.165668662674651,1.67977957158412,0.107784431137725,-0.142860058398289,0.449101796407186,3.24746997841476,0.0339321357285429,0.213064646464646,0.534930139720559
